GeoFIPS,GeoName,Region,Table,LineCode,IndustryClassification,Description,2014,2015,2016
45000,South Carolina,5,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",30954255,33209584,33794855
45000,South Carolina,5,SA4,47,...,  Plus: Personal current transfer receipts,40217355,42762537,44246312
45000,South Carolina,5,SA4,50,...,  Wages and salaries,85491001,90482628,94249351
45000,South Carolina,5,SA4,60,...,  Supplements to wages and salaries,21528664,22685595,22871604
45000,South Carolina,5,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,14818005,15640478,15672104
45000,South Carolina,5,SA4,62,...,    Employer contributions for government social insurance,6710659,7045117,7199500
45000,South Carolina,5,SA4,70,...,  Proprietors' income 9/,11469219,12061153,12597450
45000,South Carolina,5,SA4,71,...,    Farm proprietors' income,53644,-56594,-68880
45000,South Carolina,5,SA4,72,...,    Nonfarm proprietors' income,11415575,12117747,12666330
45000,South Carolina,5,SA4,7010,...,Total employment,2565910,2637804,2694346
45000,South Carolina,5,SA4,7020,...,  Wage and salary employment,2034323,2091897,2135524
45000,South Carolina,5,SA4,7040,...,  Proprietors employment,531587,545907,558822
46000,South Dakota,4,SA4,10,...,Personal income (thousands of dollars),39150683,40892772,41398241
46000,South Dakota,4,SA4,11,...,  Nonfarm personal income 1/,36797451,39251705,40319007
46000,South Dakota,4,SA4,12,...,  Farm income 2/,2353232,1641067,1079234
46000,South Dakota,4,SA4,20,...,Population (persons) 3/,852561,857919,865454
46000,South Dakota,4,SA4,30,...,Per capita personal income (dollars) 4/,45921,47665,47834
46000,South Dakota,4,SA4,35,...,  Earnings by place of work,27933892,28770924,29070956
46000,South Dakota,4,SA4,36,...,  Less: Contributions for government social insurance 5/,2837254,2970085,3079846
46000,South Dakota,4,SA4,37,...,    Employee and self-employed contributions for government social insurance,1567891,1658990,1726326
46000,South Dakota,4,SA4,38,...,    Employer contributions for government social insurance,1269363,1311095,1353520
46000,South Dakota,4,SA4,42,...,  Plus: Adjustment for residence 6/,-81439,-59308,-53682
46000,South Dakota,4,SA4,45,...,  Equals: Net earnings by place of residence,25015199,25741531,25937428
46000,South Dakota,4,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",8282065,9066069,9162321
46000,South Dakota,4,SA4,47,...,  Plus: Personal current transfer receipts,5853419,6085172,6298492
46000,South Dakota,4,SA4,50,...,  Wages and salaries,17018496,17756809,18394208
46000,South Dakota,4,SA4,60,...,  Supplements to wages and salaries,4342380,4550928,4641457
46000,South Dakota,4,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,3073017,3239833,3287937
46000,South Dakota,4,SA4,62,...,    Employer contributions for government social insurance,1269363,1311095,1353520
46000,South Dakota,4,SA4,70,...,  Proprietors' income 9/,6573016,6463187,6035291
46000,South Dakota,4,SA4,71,...,    Farm proprietors' income,2076622,1456838,878102
46000,South Dakota,4,SA4,72,...,    Nonfarm proprietors' income,4496394,5006349,5157189
46000,South Dakota,4,SA4,7010,...,Total employment,590121,593502,599587
46000,South Dakota,4,SA4,7020,...,  Wage and salary employment,444865,447782,451683
46000,South Dakota,4,SA4,7040,...,  Proprietors employment,145256,145720,147904
47000,Tennessee,5,SA4,10,...,Personal income (thousands of dollars),262623442,277836898,288169968
47000,Tennessee,5,SA4,11,...,  Nonfarm personal income 1/,262082779,277535474,288449559
47000,Tennessee,5,SA4,12,...,  Farm income 2/,540663,301424,-279591
47000,Tennessee,5,SA4,20,...,Population (persons) 3/,6544663,6595056,6651194
47000,Tennessee,5,SA4,30,...,Per capita personal income (dollars) 4/,40128,42128,43326
47000,Tennessee,5,SA4,35,...,  Earnings by place of work,192904461,203960329,213481030
47000,Tennessee,5,SA4,36,...,  Less: Contributions for government social insurance 5/,20633335,21786602,22709590
47000,Tennessee,5,SA4,37,...,    Employee and self-employed contributions for government social insurance,11583687,12242509,12867771
47000,Tennessee,5,SA4,38,...,    Employer contributions for government social insurance,9049648,9544093,9841819
47000,Tennessee,5,SA4,42,...,  Plus: Adjustment for residence 6/,-1364944,-1539166,-1940558
47000,Tennessee,5,SA4,45,...,  Equals: Net earnings by place of residence,170906182,180634561,188830882
47000,Tennessee,5,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",37358263,40005389,40922830
47000,Tennessee,5,SA4,47,...,  Plus: Personal current transfer receipts,54358997,57196948,58416256
47000,Tennessee,5,SA4,50,...,  Wages and salaries,129887929,137526406,142799316
47000,Tennessee,5,SA4,60,...,  Supplements to wages and salaries,29674917,30686574,33004637
47000,Tennessee,5,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,20625269,21142481,23162818
47000,Tennessee,5,SA4,62,...,    Employer contributions for government social insurance,9049648,9544093,9841819
47000,Tennessee,5,SA4,70,...,  Proprietors' income 9/,33341615,35747349,37677077
47000,Tennessee,5,SA4,71,...,    Farm proprietors' income,289425,89842,-522362
47000,Tennessee,5,SA4,72,...,    Nonfarm proprietors' income,33052190,35657507,38199439
47000,Tennessee,5,SA4,7010,...,Total employment,3773155,3858621,3940474
47000,Tennessee,5,SA4,7020,...,  Wage and salary employment,2906198,2977105,3040781
47000,Tennessee,5,SA4,7040,...,  Proprietors employment,866957,881516,899693
48000,Texas,6,SA4,10,...,Personal income (thousands of dollars),1236170006,1284521219,1289310024
48000,Texas,6,SA4,11,...,  Nonfarm personal income 1/,1231445103,1278038292,1286544346
48000,Texas,6,SA4,12,...,  Farm income 2/,4724903,6482927,2765678
48000,Texas,6,SA4,20,...,Population (persons) 3/,26944751,27429639,27862596
48000,Texas,6,SA4,30,...,Per capita personal income (dollars) 4/,45878,46830,46274
48000,Texas,6,SA4,35,...,  Earnings by place of work,940752653,970720177,967144895
48000,Texas,6,SA4,36,...,  Less: Contributions for government social insurance 5/,90557572,94506206,97062877
48000,Texas,6,SA4,37,...,    Employee and self-employed contributions for government social insurance,47665238,49580284,51051094
48000,Texas,6,SA4,38,...,    Employer contributions for government social insurance,42892334,44925922,46011783
48000,Texas,6,SA4,42,...,  Plus: Adjustment for residence 6/,-1594153,-1625692,-1300028
48000,Texas,6,SA4,45,...,  Equals: Net earnings by place of residence,848600928,874588279,868781990
48000,Texas,6,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",208419852,219100842,221051144
48000,Texas,6,SA4,47,...,  Plus: Personal current transfer receipts,179149226,190832098,199476890
48000,Texas,6,SA4,50,...,  Wages and salaries,633376659,662100635,670658530
48000,Texas,6,SA4,60,...,  Supplements to wages and salaries,131025350,140581744,142264657
48000,Texas,6,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,88133016,95655822,96252874
48000,Texas,6,SA4,62,...,    Employer contributions for government social insurance,42892334,44925922,46011783
48000,Texas,6,SA4,70,...,  Proprietors' income 9/,176350644,168037798,154221708
48000,Texas,6,SA4,71,...,    Farm proprietors' income,3125273,4672933,1170719
48000,Texas,6,SA4,72,...,    Nonfarm proprietors' income,173225371,163364865,153050989
48000,Texas,6,SA4,7010,...,Total employment,16007521,16418374,16644179
48000,Texas,6,SA4,7020,...,  Wage and salary employment,12028980,12314913,12456932
48000,Texas,6,SA4,7040,...,  Proprietors employment,3978541,4103461,4187247
49000,Utah,7,SA4,10,...,Personal income (thousands of dollars),110863745,118724635,124871199
49000,Utah,7,SA4,11,...,  Nonfarm personal income 1/,110361412,118267876,124713058
49000,Utah,7,SA4,12,...,  Farm income 2/,502333,456759,158141
49000,Utah,7,SA4,20,...,Population (persons) 3/,2941836,2990632,3051217
49000,Utah,7,SA4,30,...,Per capita personal income (dollars) 4/,37685,39699,40925
49000,Utah,7,SA4,35,...,  Earnings by place of work,84338036,89743654,95381753
49000,Utah,7,SA4,36,...,  Less: Contributions for government social insurance 5/,9816346,10288445,10866022
49000,Utah,7,SA4,37,...,    Employee and self-employed contributions for government social insurance,4948743,5238576,5593002
49000,Utah,7,SA4,38,...,    Employer contributions for government social insurance,4867603,5049869,5273020
49000,Utah,7,SA4,42,...,  Plus: Adjustment for residence 6/,-51570,-69431,-103985
49000,Utah,7,SA4,45,...,  Equals: Net earnings by place of residence,74470120,79385778,84411746
49000,Utah,7,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",21303007,23353131,23713931
49000,Utah,7,SA4,47,...,  Plus: Personal current transfer receipts,15090618,15985726,16745522
49000,Utah,7,SA4,50,...,  Wages and salaries,60591619,64645373,68297905
49000,Utah,7,SA4,60,...,  Supplements to wages and salaries,15083335,15698718,17085089
49000,Utah,7,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,10215732,10648849,11812069
49000,Utah,7,SA4,62,...,    Employer contributions for government social insurance,4867603,5049869,5273020
49000,Utah,7,SA4,70,...,  Proprietors' income 9/,8663082,9399563,9998759
49000,Utah,7,SA4,71,...,    Farm proprietors' income,301288,283357,-45603
49000,Utah,7,SA4,72,...,    Nonfarm proprietors' income,8361794,9116206,10044362
49000,Utah,7,SA4,7010,...,Total employment,1805087,1867102,1927802
49000,Utah,7,SA4,7020,...,  Wage and salary employment,1382464,1429709,1479019
49000,Utah,7,SA4,7040,...,  Proprietors employment,422623,437393,448783
50000,Vermont,1,SA4,10,...,Personal income (thousands of dollars),29533385,30599347,31219885
50000,Vermont,1,SA4,11,...,  Nonfarm personal income 1/,29267815,30479893,31134733
50000,Vermont,1,SA4,12,...,  Farm income 2/,265570,119454,85152
50000,Vermont,1,SA4,20,...,Population (persons) 3/,626984,626088,624594
50000,Vermont,1,SA4,30,...,Per capita personal income (dollars) 4/,47104,48874,49984
50000,Vermont,1,SA4,35,...,  Earnings by place of work,19566872,20092569,20589598
50000,Vermont,1,SA4,36,...,  Less: Contributions for government social insurance 5/,2429926,2527495,2590251
50000,Vermont,1,SA4,37,...,    Employee and self-employed contributions for government social insurance,1280689,1328359,1371511
50000,Vermont,1,SA4,38,...,    Employer contributions for government social insurance,1149237,1199136,1218740
50000,Vermont,1,SA4,42,...,  Plus: Adjustment for residence 6/,372261,371177,396579
50000,Vermont,1,SA4,45,...,  Equals: Net earnings by place of residence,17509207,17936251,18395926
50000,Vermont,1,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",5969043,6319673,6375403
50000,Vermont,1,SA4,47,...,  Plus: Personal current transfer receipts,6055135,6343423,6448556
50000,Vermont,1,SA4,50,...,  Wages and salaries,13647332,14117781,14389571
50000,Vermont,1,SA4,60,...,  Supplements to wages and salaries,3483085,3743392,3958901
50000,Vermont,1,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,2333848,2544256,2740161
50000,Vermont,1,SA4,62,...,    Employer contributions for government social insurance,1149237,1199136,1218740
50000,Vermont,1,SA4,70,...,  Proprietors' income 9/,2436455,2231396,2241126
50000,Vermont,1,SA4,71,...,    Farm proprietors' income,169281,39641,-7636
50000,Vermont,1,SA4,72,...,    Nonfarm proprietors' income,2267174,2191755,2248762
50000,Vermont,1,SA4,7010,...,Total employment,429648,433142,435513
50000,Vermont,1,SA4,7020,...,  Wage and salary employment,323638,326165,326373
50000,Vermont,1,SA4,7040,...,  Proprietors employment,106010,106977,109140
51000,Virginia,5,SA4,10,...,Personal income (thousands of dollars),417173337,436655248,445461657
51000,Virginia,5,SA4,11,...,  Nonfarm personal income 1/,416635082,436370689,445424700
51000,Virginia,5,SA4,12,...,  Farm income 2/,538255,284559,36957
51000,Virginia,5,SA4,20,...,Population (persons) 3/,8317372,8367587,8411808
51000,Virginia,5,SA4,30,...,Per capita personal income (dollars) 4/,50157,52184,52957
51000,Virginia,5,SA4,35,...,  Earnings by place of work,291089265,304444256,309156426
51000,Virginia,5,SA4,36,...,  Less: Contributions for government social insurance 5/,33167611,34710347,35486682
51000,Virginia,5,SA4,37,...,    Employee and self-employed contributions for government social insurance,17294816,18128040,18690727
51000,Virginia,5,SA4,38,...,    Employer contributions for government social insurance,15872795,16582307,16795955
51000,Virginia,5,SA4,42,...,  Plus: Adjustment for residence 6/,18549642,18824117,20288884
51000,Virginia,5,SA4,45,...,  Equals: Net earnings by place of residence,276471296,288558026,293958628
51000,Virginia,5,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",84614522,88630694,90056703
51000,Virginia,5,SA4,47,...,  Plus: Personal current transfer receipts,56087519,59466528,61446326
51000,Virginia,5,SA4,50,...,  Wages and salaries,215927214,225498710,230876449
51000,Virginia,5,SA4,60,...,  Supplements to wages and salaries,50843714,54644798,54188638
51000,Virginia,5,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,34970919,38062491,37392683
51000,Virginia,5,SA4,62,...,    Employer contributions for government social insurance,15872795,16582307,16795955
51000,Virginia,5,SA4,70,...,  Proprietors' income 9/,24318337,24300748,24091339
51000,Virginia,5,SA4,71,...,    Farm proprietors' income,184681,-9382,-302914
51000,Virginia,5,SA4,72,...,    Nonfarm proprietors' income,24133656,24310130,24394253
51000,Virginia,5,SA4,7010,...,Total employment,4955785,5062363,5136439
51000,Virginia,5,SA4,7020,...,  Wage and salary employment,3974538,4050492,4099417
51000,Virginia,5,SA4,7040,...,  Proprietors employment,981247,1011871,1037022
53000,Washington,8,SA4,10,...,Personal income (thousands of dollars),358988169,379950931,397772297
53000,Washington,8,SA4,11,...,  Nonfarm personal income 1/,356051796,375519534,393350202
53000,Washington,8,SA4,12,...,  Farm income 2/,2936373,4431397,4422095
53000,Washington,8,SA4,20,...,Population (persons) 3/,7054196,7160290,7288000
53000,Washington,8,SA4,30,...,Per capita personal income (dollars) 4/,50890,53064,54579
53000,Washington,8,SA4,35,...,  Earnings by place of work,251652030,265267263,279909495
53000,Washington,8,SA4,36,...,  Less: Contributions for government social insurance 5/,30508530,32171271,33536406
53000,Washington,8,SA4,37,...,    Employee and self-employed contributions for government social insurance,14532072,15391772,16216353
53000,Washington,8,SA4,38,...,    Employer contributions for government social insurance,15976458,16779499,17320053
53000,Washington,8,SA4,42,...,  Plus: Adjustment for residence 6/,3203285,3535744,3716515
53000,Washington,8,SA4,45,...,  Equals: Net earnings by place of residence,224346785,236631736,250089604
53000,Washington,8,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",79126985,86816116,88021174
53000,Washington,8,SA4,47,...,  Plus: Personal current transfer receipts,55514399,56503079,59661519
53000,Washington,8,SA4,50,...,  Wages and salaries,181723231,191879026,203612887
53000,Washington,8,SA4,60,...,  Supplements to wages and salaries,42827085,43863616,46494091
53000,Washington,8,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,26850627,27084117,29174038
53000,Washington,8,SA4,62,...,    Employer contributions for government social insurance,15976458,16779499,17320053
53000,Washington,8,SA4,70,...,  Proprietors' income 9/,27101714,29524621,29802517
53000,Washington,8,SA4,71,...,    Farm proprietors' income,1284538,2727332,2495961
53000,Washington,8,SA4,72,...,    Nonfarm proprietors' income,25817176,26797289,27306556
53000,Washington,8,SA4,7010,...,Total employment,4097727,4202107,4311279
53000,Washington,8,SA4,7020,...,  Wage and salary employment,3284461,3364923,3452409
53000,Washington,8,SA4,7040,...,  Proprietors employment,813266,837184,858870
54000,West Virginia,5,SA4,10,...,Personal income (thousands of dollars),66047210,67273774,67061987
54000,West Virginia,5,SA4,11,...,  Nonfarm personal income 1/,66051397,67307463,67164322
54000,West Virginia,5,SA4,12,...,  Farm income 2/,-4187,-33689,-102335
54000,West Virginia,5,SA4,20,...,Population (persons) 3/,1848514,1841053,1831102
54000,West Virginia,5,SA4,30,...,Per capita personal income (dollars) 4/,35730,36541,36624
54000,West Virginia,5,SA4,35,...,  Earnings by place of work,41732679,41978191,41190305
54000,West Virginia,5,SA4,36,...,  Less: Contributions for government social insurance 5/,5204967,5277091,5264273
54000,West Virginia,5,SA4,37,...,    Employee and self-employed contributions for government social insurance,2815017,2855989,2881533
54000,West Virginia,5,SA4,38,...,    Employer contributions for government social insurance,2389950,2421102,2382740
54000,West Virginia,5,SA4,42,...,  Plus: Adjustment for residence 6/,1704070,1780808,1812731
54000,West Virginia,5,SA4,45,...,  Equals: Net earnings by place of residence,38231782,38481908,37738763
54000,West Virginia,5,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",9397135,9671269,9845927
54000,West Virginia,5,SA4,47,...,  Plus: Personal current transfer receipts,18418293,19120597,19477297
54000,West Virginia,5,SA4,50,...,  Wages and salaries,30092083,30269452,29770981
54000,West Virginia,5,SA4,60,...,  Supplements to wages and salaries,7724438,7899479,7766365
54000,West Virginia,5,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,5334488,5478377,5383625
54000,West Virginia,5,SA4,62,...,    Employer contributions for government social insurance,2389950,2421102,2382740
54000,West Virginia,5,SA4,70,...,  Proprietors' income 9/,3916158,3809260,3652959
54000,West Virginia,5,SA4,71,...,    Farm proprietors' income,-47290,-69988,-143987
54000,West Virginia,5,SA4,72,...,    Nonfarm proprietors' income,3963448,3879248,3796946
54000,West Virginia,5,SA4,7010,...,Total employment,910481,902501,892900
54000,West Virginia,5,SA4,7020,...,  Wage and salary employment,740578,734594,721887
54000,West Virginia,5,SA4,7040,...,  Proprietors employment,169903,167907,171013
55000,Wisconsin,3,SA4,10,...,Personal income (thousands of dollars),255074816,265094105,270225982
55000,Wisconsin,3,SA4,11,...,  Nonfarm personal income 1/,252058588,262307582,268047598
55000,Wisconsin,3,SA4,12,...,  Farm income 2/,3016228,2786523,2178384
55000,Wisconsin,3,SA4,20,...,Population (persons) 3/,5758377,5767891,5778708
55000,Wisconsin,3,SA4,30,...,Per capita personal income (dollars) 4/,44296,45960,46762
55000,Wisconsin,3,SA4,35,...,  Earnings by place of work,182259049,188419743,193200963
55000,Wisconsin,3,SA4,36,...,  Less: Contributions for government social insurance 5/,21178220,21973297,22455505
55000,Wisconsin,3,SA4,37,...,    Employee and self-employed contributions for government social insurance,10963316,11418785,11860990
55000,Wisconsin,3,SA4,38,...,    Employer contributions for government social insurance,10214904,10554512,10594515
55000,Wisconsin,3,SA4,42,...,  Plus: Adjustment for residence 6/,3968131,4128462,4199764
55000,Wisconsin,3,SA4,45,...,  Equals: Net earnings by place of residence,165048960,170574908,174945222
55000,Wisconsin,3,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",45808806,48561033,48973659
55000,Wisconsin,3,SA4,47,...,  Plus: Personal current transfer receipts,44217050,45958164,46307101
55000,Wisconsin,3,SA4,50,...,  Wages and salaries,129448751,135392138,139096434
55000,Wisconsin,3,SA4,60,...,  Supplements to wages and salaries,34561809,34374885,35685698
55000,Wisconsin,3,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,24346905,23820373,25091183
55000,Wisconsin,3,SA4,62,...,    Employer contributions for government social insurance,10214904,10554512,10594515
55000,Wisconsin,3,SA4,70,...,  Proprietors' income 9/,18248489,18652720,18418831
55000,Wisconsin,3,SA4,71,...,    Farm proprietors' income,2046804,1959820,1159790
55000,Wisconsin,3,SA4,72,...,    Nonfarm proprietors' income,16201685,16692900,17259041
55000,Wisconsin,3,SA4,7010,...,Total employment,3589322,3628018,3676786
55000,Wisconsin,3,SA4,7020,...,  Wage and salary employment,2914369,2947354,2981103
55000,Wisconsin,3,SA4,7040,...,  Proprietors employment,674953,680664,695683
56000,Wyoming,7,SA4,10,...,Personal income (thousands of dollars),32887556,33010402,32270465
56000,Wyoming,7,SA4,11,...,  Nonfarm personal income 1/,32579166,32874147,32205993
56000,Wyoming,7,SA4,12,...,  Farm income 2/,308390,136255,64472
56000,Wyoming,7,SA4,20,...,Population (persons) 3/,583642,586555,585501
56000,Wyoming,7,SA4,30,...,Per capita personal income (dollars) 4/,56349,56278,55116
56000,Wyoming,7,SA4,35,...,  Earnings by place of work,22151313,21818888,20814632
56000,Wyoming,7,SA4,36,...,  Less: Contributions for government social insurance 5/,2665147,2628419,2544589
56000,Wyoming,7,SA4,37,...,    Employee and self-employed contributions for government social insurance,1223988,1239026,1205349
56000,Wyoming,7,SA4,38,...,    Employer contributions for government social insurance,1441159,1389393,1339240
56000,Wyoming,7,SA4,42,...,  Plus: Adjustment for residence 6/,-206474,-201785,-192511
56000,Wyoming,7,SA4,45,...,  Equals: Net earnings by place of residence,19279692,18988684,18077532
56000,Wyoming,7,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",9698799,9875572,9886126
56000,Wyoming,7,SA4,47,...,  Plus: Personal current transfer receipts,3909065,4146146,4306807
56000,Wyoming,7,SA4,50,...,  Wages and salaries,14402424,14268354,13443927
56000,Wyoming,7,SA4,60,...,  Supplements to wages and salaries,3993716,3978988,3951335
56000,Wyoming,7,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,2552557,2589595,2612095
56000,Wyoming,7,SA4,62,...,    Employer contributions for government social insurance,1441159,1389393,1339240
56000,Wyoming,7,SA4,70,...,  Proprietors' income 9/,3755173,3571546,3419370
56000,Wyoming,7,SA4,71,...,    Farm proprietors' income,158241,5912,-88289
56000,Wyoming,7,SA4,72,...,    Nonfarm proprietors' income,3596932,3565634,3507659
56000,Wyoming,7,SA4,7010,...,Total employment,406281,405856,396541
56000,Wyoming,7,SA4,7020,...,  Wage and salary employment,304062,302630,291331
56000,Wyoming,7,SA4,7040,...,  Proprietors employment,102219,103226,105210
91000,New England,1,SA4,10,...,Personal income (thousands of dollars),843685854,883903327,903272776
91000,New England,1,SA4,11,...,  Nonfarm personal income 1/,842934876,883348346,902735352
91000,New England,1,SA4,12,...,  Farm income 2/,750978,554981,537424
91000,New England,1,SA4,20,...,Population (persons) 3/,14682710,14710229,14735525
91000,New England,1,SA4,30,...,Per capita personal income (dollars) 4/,57461,60088,61299
91000,New England,1,SA4,35,...,  Earnings by place of work,596535646,622942444,637620101
91000,New England,1,SA4,36,...,  Less: Contributions for government social insurance 5/,63644897,66068128,68046396
91000,New England,1,SA4,37,...,    Employee and self-employed contributions for government social insurance,33485375,35051707,36282577
91000,New England,1,SA4,38,...,    Employer contributions for government social insurance,30159522,31016421,31763819
91000,New England,1,SA4,42,...,  Plus: Adjustment for residence 6/,14378886,14640740,15496490
91000,New England,1,SA4,45,...,  Equals: Net earnings by place of residence,547269635,571515056,585070195
91000,New England,1,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",167769663,176835741,178524901
91000,New England,1,SA4,47,...,  Plus: Personal current transfer receipts,128646556,135552530,139677680
91000,New England,1,SA4,50,...,  Wages and salaries,427924995,448910790,459513108
91000,New England,1,SA4,60,...,  Supplements to wages and salaries,96076552,101280351,102566902
91000,New England,1,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,65917030,70263930,70803083
91000,New England,1,SA4,62,...,    Employer contributions for government social insurance,30159522,31016421,31763819
91000,New England,1,SA4,70,...,  Proprietors' income 9/,72534099,72751303,75540091
91000,New England,1,SA4,71,...,    Farm proprietors' income,105798,19086,-84886
91000,New England,1,SA4,72,...,    Nonfarm proprietors' income,72428301,72732217,75624977
91000,New England,1,SA4,7010,...,Total employment,9418805,9662886,9795354
91000,New England,1,SA4,7020,...,  Wage and salary employment,7367394,7472302,7555226
91000,New England,1,SA4,7040,...,  Proprietors employment,2051411,2190584,2240128
92000,Mideast,2,SA4,10,...,Personal income (thousands of dollars),2648498835,2762663466,2821294298
92000,Mideast,2,SA4,11,...,  Nonfarm personal income 1/,2642896463,2759016827,2819142606
92000,Mideast,2,SA4,12,...,  Farm income 2/,5602372,3646639,2151692
92000,Mideast,2,SA4,20,...,Population (persons) 3/,48995329,49083944,49123667
92000,Mideast,2,SA4,30,...,Per capita personal income (dollars) 4/,54056,56284,57432
92000,Mideast,2,SA4,35,...,  Earnings by place of work,1951301184,2027420140,2071404507
92000,Mideast,2,SA4,36,...,  Less: Contributions for government social insurance 5/,211940043,221114485,226749468
92000,Mideast,2,SA4,37,...,    Employee and self-employed contributions for government social insurance,108711262,113633553,117674721
92000,Mideast,2,SA4,38,...,    Employer contributions for government social insurance,103228781,107480932,109074747
92000,Mideast,2,SA4,42,...,  Plus: Adjustment for residence 6/,-35821484,-36573799,-38962812
92000,Mideast,2,SA4,45,...,  Equals: Net earnings by place of residence,1703539657,1769731856,1805692227
92000,Mideast,2,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",503288511,530603356,536890788
92000,Mideast,2,SA4,47,...,  Plus: Personal current transfer receipts,441670667,462328254,478711283
92000,Mideast,2,SA4,50,...,  Wages and salaries,1381404674,1441235343,1470062179
92000,Mideast,2,SA4,60,...,  Supplements to wages and salaries,344522174,354164234,357168702
92000,Mideast,2,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,241293393,246683302,248093955
92000,Mideast,2,SA4,62,...,    Employer contributions for government social insurance,103228781,107480932,109074747
92000,Mideast,2,SA4,70,...,  Proprietors' income 9/,225374336,232020563,244173626
92000,Mideast,2,SA4,71,...,    Farm proprietors' income,3736534,2063816,299338
92000,Mideast,2,SA4,72,...,    Nonfarm proprietors' income,221637802,229956747,243874288
92000,Mideast,2,SA4,7010,...,Total employment,29483833,29979105,30415421
92000,Mideast,2,SA4,7020,...,  Wage and salary employment,23182049,23506042,23775677
92000,Mideast,2,SA4,7040,...,  Proprietors employment,6301784,6473063,6639744
93000,Great Lakes,3,SA4,10,...,Personal income (thousands of dollars),2044875262,2130088923,2176707324
93000,Great Lakes,3,SA4,11,...,  Nonfarm personal income 1/,2031801140,2123032897,2169458566
93000,Great Lakes,3,SA4,12,...,  Farm income 2/,13074122,7056026,7248758
93000,Great Lakes,3,SA4,20,...,Population (persons) 3/,46731329,46742511,46755973
93000,Great Lakes,3,SA4,30,...,Per capita personal income (dollars) 4/,43758,45571,46555
93000,Great Lakes,3,SA4,35,...,  Earnings by place of work,1467138142,1519602799,1561063512
93000,Great Lakes,3,SA4,36,...,  Less: Contributions for government social insurance 5/,162664303,168867625,173126036
93000,Great Lakes,3,SA4,37,...,    Employee and self-employed contributions for government social insurance,85250283,88909362,92013620
93000,Great Lakes,3,SA4,38,...,    Employer contributions for government social insurance,77414020,79958263,81112416
93000,Great Lakes,3,SA4,42,...,  Plus: Adjustment for residence 6/,6623730,7140588,7279810
93000,Great Lakes,3,SA4,45,...,  Equals: Net earnings by place of residence,1311097569,1357875762,1395217286
93000,Great Lakes,3,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",357878523,378283701,381079585
93000,Great Lakes,3,SA4,47,...,  Plus: Personal current transfer receipts,375899170,393929460,400410453
93000,Great Lakes,3,SA4,50,...,  Wages and salaries,1054598066,1104145084,1131176425
93000,Great Lakes,3,SA4,60,...,  Supplements to wages and salaries,255141317,260651355,271311989
93000,Great Lakes,3,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,177727297,180693092,190199573
93000,Great Lakes,3,SA4,62,...,    Employer contributions for government social insurance,77414020,79958263,81112416
93000,Great Lakes,3,SA4,70,...,  Proprietors' income 9/,157398759,154806360,158575098
93000,Great Lakes,3,SA4,71,...,    Farm proprietors' income,9825154,3791389,3514912
93000,Great Lakes,3,SA4,72,...,    Nonfarm proprietors' income,147573605,151014971,155060186
93000,Great Lakes,3,SA4,7010,...,Total employment,27138997,27545827,27928429
93000,Great Lakes,3,SA4,7020,...,  Wage and salary employment,21721390,22050764,22307253
93000,Great Lakes,3,SA4,7040,...,  Proprietors employment,5417607,5495063,5621176
94000,Plains,4,SA4,10,...,Personal income (thousands of dollars),963741056,994108836,1008513288
94000,Plains,4,SA4,11,...,  Nonfarm personal income 1/,937999275,974407113,992792535
94000,Plains,4,SA4,12,...,  Farm income 2/,25741781,19701723,15720753
94000,Plains,4,SA4,20,...,Population (persons) 3/,20995039,21095876,21185456
94000,Plains,4,SA4,30,...,Per capita personal income (dollars) 4/,45903,47123,47604
94000,Plains,4,SA4,35,...,  Earnings by place of work,708885237,727697828,737992306
94000,Plains,4,SA4,36,...,  Less: Contributions for government social insurance 5/,78697907,81849691,83780379
94000,Plains,4,SA4,37,...,    Employee and self-employed contributions for government social insurance,41488066,43228905,44553586
